Coin/TradeCurrency,Buy Price,Buy Volume,Buy Mean,Sell Price,Sell Volume,Sell Mean,Commission Rate, Profit Realised on Vol, Profit %,Deposit Vol,Withdrawal Vol,Commission Rate,Total Volume,Current Market Value
XRP/ETH,0,0,0E-8,0.13029760,124,0.00105079,0.00013030 ,0.13029796,0%
XRP/BNB,0,0,0E-8,3.04069925,90.98,0.03342162,0.00150300 ,3.04069899,0%
XRP,,,,,,,,,,214.98000000,0E-8,0E-8,0E-8,0.00
,,,,,
ETH/USDT,10.00031120,0.03502,285.56000000,20.62503440,0.07014,294.05523810,0 ,0.59585600,5.9600%
ETH,,,,,,,,,,0.32032757,0E-8,0E-8,0.10347332,29.55
,,,,,
ONT/ETH,0.01510824,1.35864,0.01112012,0.01620000,1.35,0.01200000,0.00003131 ,0.00118784,7.8600%
ONT/USDT,42.66850000,14.962292,2.85173555,36.00000000,10,3.60000000,0.02944700 ,7.48264450,17.5400%
ONT,,,,,,,,,,23.55400000,0E-8,0E-8,28.52493200,69.08
,,,,,
IOST/ETH,0.01503000,179.8200,0.00008358,0.01014000,120,0.00008450,0.00002517 ,0.00011040,0.7300%
IOST,,,,,,,,,,0E-8,0E-8,0E-8,59.82000000,0.99
,,,,,
XVG/ETH,0.04889593,520.4790,0.00009394,0.01284000,107,0.00012000,0.00006174 ,0.00278842,5.7000%
XVG,,,,,,,,,,0E-8,0E-8,0E-8,413.47900000,7.48
,,,,,
SUB/ETH,0.07059735,79.9200,0.00088335,0.01059648,8,0.00132456,0.00008120 ,0.00352968,5.0000%
SUB,,,,,,,,,,0E-8,0E-8,0E-8,71.92000000,11.11
,,,,,
DNT/ETH,0.02638830,200.7990,0.00013142,0,0,0E-8,0.00002639 ,0E-8,0.0000%
DNT,,,,,,,,,,0E-8,0E-8,0E-8,200.79900000,5.49
,,,,,
STORM/ETH,0.02064120,283.7160,0.00007275,0,0,0E-8,0.00002064 ,0E-8,0.0000%
STORM,,,,,,,,,,0E-8,0E-8,0E-8,283.71600000,2.84
,,,,,
CHAT/ETH,0.02290848,217.7820,0.00010519,0.02405752,216,0.00011138,0.00003572 ,0.00133704,5.8400%
CHAT/BNB,0,0,0E-8,0.00299421,0.934,0.00320579,0 ,0.00299421,0%
CHAT,,,,,,,,,,0E-8,0E-8,0E-8,0.84800000,0.02
,,,,,
MANA/ETH,0.01525000,60.9390,0.00025025,0.01650000,60,0.00027500,0.00001525 ,0.00148500,9.7400%
MANA/BNB,0,0,0E-8,0.00707082,0.939,0.00753016,0 ,0.00707082,0%
MANA,,,,,,,,,,0E-8,0E-8,0E-8,0E-8,0.00
,,,,,
ICX/ETH,0.04129250,10.859130,0.00380256,0,0,0E-8,0.00004130 ,0E-8,0.0000%
ICX/USDT,26.17080000,13.54644,1.93193193,0,0,0E-8,0.02617080 ,0E-8,0.0000%
ICX,,,,,,,,,,0E-8,0E-8,0E-8,24.40557000,23.39
,,,,,
BTS/ETH,0.01148000,27.9720,0.00041041,0,0,0E-8,0.00001148 ,0E-8,0.0000%
BTS,,,,,,,,,,0E-8,0E-8,0E-8,27.97200000,3.41
,,,,,
BTC,,,,,,,,,,0.00582940,0E-8,0E-8,0.00000461,0.03
,,,,,
SNT/BTC,0.00100010,72.927,0.00001371,0,0,0E-8,0.00000100 ,0E-8,0.0000%
SNT/BNB,0,0,0E-8,0.00455013,0.927,0.00490845,0 ,0.00455013,0%
SNT,,,,,,,,,,0E-8,0E-8,0E-8,72.00000000,3.20
,,,,,
KMD/BTC,0.00188682,5.32467,0.00035435,0.00207480,5.32,0.00039000,0.00000396 ,0.00018966,10.0500%
KMD/BNB,0,0,0E-8,0.00054577,0.00467,0.11686724,0 ,0.00054577,0%
KMD,,,,,,,,,,0E-8,0E-8,0E-8,0E-8,0.00
,,,,,
VEN/BTC,0.00103000,1.998,0.00051552,0,0,0E-8,0.00000103 ,0E-8,0.0000%
VEN,,,,,,,,,,0E-8,0E-8,0E-8,1.99800000,0
,,,,,
BCN/BTC,0.00104535,1033.965,0.00000101,0,0,0E-8,0.00000105 ,0E-8,0.0000%
BCN,,,,,,,,,,0E-8,0E-8,0E-8,1033.96500000,2.64
,,,,,
WABI/ETH,0.01071000,8.991,0.00119119,0.01064000,8,0.00133000,0.00002135 ,0.00111048,10.3700%
